Date,BRITANNIA.NS,DABUR.NS,HINDUNILVR.NS,ITC.NS,NESTLEIND.NS
2019-06-26,2459.325439453125,374.7244567871094,1618.7625732421875,217.36129760742188,1092.44140625
2019-06-27,2453.026123046875,381.2351379394531,1631.080322265625,214.30540466308594,1092.4737548828125
2019-06-28,2469.04443359375,380.6648864746094,1643.2139892578125,214.57965087890625,1102.632080078125
2019-07-01,2463.51025390625,381.8529968261719,1636.4114990234375,215.44158935546875,1098.573486328125
2019-07-02,2492.036865234375,382.7083740234375,1644.6845703125,214.57965087890625,1107.4683837890625
2019-07-03,2514.93896484375,387.4608459472656,1640.5482177734375,216.81285095214844,1093.9825439453125
2019-07-04,2556.919189453125,382.99359130859375,1648.729248046875,217.5571746826172,1100.0264892578125
2019-07-05,2542.071044921875,387.12811279296875,1646.707275390625,218.96763610839844,1106.732666015625
2019-07-08,2502.745361328125,381.4727783203125,1611.9144287109375,217.40049743652344,1092.34423828125
2019-07-09,2486.09716796875,386.130126953125,1599.688232421875,213.9919891357422,1081.755126953125
2019-07-10,2492.306396484375,389.45672607421875,1579.787109375,214.03115844726562,1069.111328125
2019-07-11,2488.347412109375,388.98150634765625,1591.09375,215.99008178710938,1065.0714111328125
2019-07-12,2502.2509765625,387.50823974609375,1574.8233642578125,215.51991271972656,1080.3759765625
2019-07-15,2495.95166015625,390.3597717285156,1578.2703857421875,212.30731201171875,1063.00244140625
2019-07-16,2472.14892578125,403.9514465332031,1600.6536865234375,213.0908966064453,1083.7545166015625
2019-07-17,2517.728759765625,409.796875,1618.4869384765625,213.8352813720703,1082.528076171875
2019-07-18,2538.471923828125,407.6583251953125,1598.6773681640625,213.91360473632812,1073.3970947265625
2019-07-19,2473.94873046875,399.38922119140625,1581.44189453125,210.23085021972656,1068.7967529296875
2019-07-22,2460.765625,400.5298156738281,1544.948486328125,207.17494201660156,1046.3648681640625
2019-07-23,2456.895751953125,402.76336669921875,1556.5767822265625,212.07223510742188,1061.734375
2019-07-24,2377.030029296875,400.10205078125,1589.0255126953125,212.22898864746094,1062.581298828125
2019-07-25,2404.117431640625,401.90802001953125,1596.379150390625,209.8782501220703,1063.97900390625
2019-07-26,2401.326904296875,406.9454650878906,1590.8641357421875,211.87635803222656,1075.85009765625
2019-07-29,2404.7919921875,406.7078552246094,1574.91552734375,209.79991149902344,1075.5721435546875
2019-07-30,2355.072998046875,402.0030822753906,1580.9822998046875,210.7010040283203,1067.8248291015625
2019-07-31,2344.22900390625,405.3296813964844,1587.18701171875,211.71963500976562,1080.7230224609375
2019-08-01,2354.094482421875,404.33172607421875,1591.46142578125,209.6431884765625,1068.7918701171875
2019-08-02,2348.21142578125,405.377197265625,1597.11474609375,207.2532958984375,1056.25048828125
2019-08-05,2333.684814453125,408.32366943359375,1600.5618896484375,203.570556640625,1084.1385498046875
2019-08-06,2308.5224609375,412.0304870605469,1603.2275390625,202.86534118652344,1095.6854248046875
2019-08-07,2299.471435546875,410.7429504394531,1633.7000732421875,198.7516326904297,1090.1226806640625
2019-08-08,2333.00537109375,415.2733459472656,1657.4622802734375,201.96421813964844,1095.935302734375
2019-08-09,2342.55419921875,418.754638671875,1692.62255859375,199.18255615234375,1127.2384033203125
2019-08-13,2273.5400390625,409.40765380859375,1677.363525390625,192.99240112304688,1117.853759765625
2019-08-14,2243.67138671875,411.7921142578125,1690.5086669921875,194.91212463378906,1131.3035888671875
2019-08-16,2262.271484375,408.2631530761719,1680.948486328125,198.2423095703125,1128.2816162109375
2019-08-19,2243.21923828125,412.12591552734375,1673.8243408203125,197.1061553955078,1134.1279296875
2019-08-20,2166.37548828125,411.7921142578125,1694.5072021484375,193.1491241455078,1125.02978515625
2019-08-21,2158.2294921875,407.309326171875,1700.5740966796875,189.1920928955078,1183.707275390625
2019-08-22,2209.1416015625,407.73858642578125,1720.8887939453125,188.09510803222656,1172.0430908203125
2019-08-23,2232.583984375,404.7818908691406,1709.7662353515625,185.00001525878906,1169.096435546875
2019-08-26,2293.406982421875,415.7026062011719,1724.9794921875,190.01486206054688,1164.65087890625
2019-08-27,2431.02880859375,419.8038024902344,1711.05322265625,192.36553955078125,1172.2640380859375
2019-08-28,2446.5966796875,414.7011413574219,1680.44287109375,192.71815490722656,1176.498291015625
2019-08-29,2422.837646484375,422.3790283203125,1684.9010009765625,188.99618530273438,1195.244384765625
2019-08-30,2445.2841796875,428.053955078125,1729.8975830078125,192.4830780029297,1210.1275634765625
2019-09-03,2450.896240234375,422.56976318359375,1693.082275390625,189.2704620361328,1192.81005859375
2019-09-04,2385.3662109375,421.759033203125,1697.4483642578125,190.60255432128906,1173.053466796875
2019-09-05,2424.466552734375,418.6593017578125,1681.95947265625,191.38609313964844,1185.403564453125
2019-09-06,2414.82763671875,420.9006652832031,1672.2156982421875,191.11183166503906,1185.57275390625
2019-09-09,2428.13232421875,423.7142639160156,1685.912353515625,192.36553955078125,1206.475830078125
2019-09-11,2413.379150390625,428.3400573730469,1676.94970703125,190.99432373046875,1199.201171875
2019-09-12,2422.972900390625,429.38922119140625,1659.576416015625,188.64361572265625,1180.2105712890625
2019-09-13,2420.80078125,431.2967834472656,1659.7142333984375,187.97755432128906,1192.6549072265625
2019-09-16,2457.412353515625,433.7288818359375,1669.595947265625,187.58578491210938,1206.908203125
2019-09-17,2436.95703125,430.8199157714844,1683.2923583984375,185.86195373535156,1199.69921875
2019-09-18,2365.815673828125,438.7362365722656,1681.4539794921875,187.46826171875,1209.544677734375
2019-09-19,2373.011474609375,437.3532409667969,1666.3323974609375,185.4701690673828,1193.1812744140625
2019-09-20,2594.94384765625,425.0972595214844,1810.651611328125,186.5279998779297,1268.7955322265625
2019-09-23,2763.88232421875,420.4237365722656,1874.99755859375,199.69190979003906,1288.8902587890625
2019-09-24,2787.912841796875,431.01068115234375,1884.8336181640625,200.59298706054688,1262.338134765625
2019-09-25,2747.906982421875,424.9541931152344,1885.7987060546875,193.9718780517578,1264.9512939453125
2019-09-26,2799.317138671875,426.5279235839844,1870.079833984375,196.20501708984375,1309.6993408203125
2019-09-27,2728.990234375,426.4325866699219,1848.47802734375,198.20310974121094,1291.4937744140625
2019-09-30,2664.772705078125,426.5755920410156,1821.8660888671875,203.6097412109375,1305.4744873046875
2019-10-01,2642.507080078125,419.3268737792969,1829.5416259765625,200.5146484375,1285.91552734375
2019-10-03,2627.482421875,413.6042785644531,1803.57373046875,205.0201416015625,1288.575439453125
2019-10-04,2575.1669921875,406.0217590332031,1787.165283203125,201.5724334716797,1263.3062744140625
2019-10-07,2673.099609375,412.5550842285156,1783.3504638671875,197.38035583496094,1278.5655517578125
2019-10-09,2768.271728515625,423.28509521484375,1790.65869140625,193.61924743652344,1302.52783203125
2019-10-10,2749.490966796875,419.0884094238281,1809.732421875,190.56333923339844,1298.914306640625
2019-10-11,2789.49658203125,425.0018615722656,1842.73291015625,191.15101623535156,1318.8917236328125
2019-10-14,2814.568115234375,433.9673767089844,1851.557373046875,191.26856994628906,1331.7303466796875
2019-10-15,2879.23828125,429.1985168457031,1897.6566162109375,194.01104736328125,1324.0045166015625
2019-10-16,2875.301025390625,435.0165100097656,1903.7236328125,190.9159393310547,1348.8834228515625
2019-10-17,2939.654052734375,441.0252685546875,1933.9205322265625,192.63980102539062,1364.4244384765625
2019-10-18,2943.72705078125,444.9356994628906,1936.6778564453125,193.1491241455078,1394.36962890625
2019-10-22,2939.835205078125,450.75384521484375,1955.5224609375,195.0296630859375,1411.7149658203125
2019-10-23,2982.05810546875,449.94305419921875,1971.1376953125,196.71435546875,1408.2373046875
2019-10-24,2972.192626953125,448.08319091796875,1971.230712890625,195.14720153808594,1378.4427490234375
2019-10-25,2957.077392578125,444.0296936035156,1982.0872802734375,194.0894012451172,1391.3524169921875
2019-10-27,2949.836669921875,447.6062927246094,1977.14404296875,196.20501708984375,1392.296875
2019-10-29,3034.37353515625,444.3157958984375,1996.039794921875,198.4381866455078,1381.614990234375
2019-10-30,2977.894775390625,439.07000732421875,2004.54052734375,203.25709533691406,1406.8089599609375
2019-10-31,2956.625,440.5960693359375,2010.0386962890625,201.88589477539062,1404.8536376953125
2019-11-01,2958.3896484375,442.4082336425781,2013.73486328125,204.74588012695312,1406.0567626953125
2019-11-04,2932.413330078125,439.11773681640625,1994.1453857421875,204.31494140625,1392.2919921875
2019-11-05,2925.081787109375,459.0993347167969,2007.0816650390625,205.99960327148438,1376.9576416015625
2019-11-06,2921.5517578125,454.52117919921875,2013.8267822265625,204.7851104736328,1376.906005859375
2019-11-07,2917.88623046875,455.6180114746094,1975.7578125,208.31114196777344,1382.69580078125
2019-11-08,2858.329833984375,451.7552185058594,1927.8477783203125,204.11904907226562,1360.143310546875
2019-11-11,2823.52880859375,455.379638671875,1923.1820068359375,203.29629516601562,1326.0394287109375
2019-11-13,2959.475830078125,443.75714111328125,1932.098388671875,198.9083251953125,1337.7694091796875
2019-11-14,2924.221923828125,442.4657897949219,1911.8167724609375,198.947509765625,1337.5904541015625
2019-11-15,2892.31689453125,441.6527099609375,1901.3289794921875,196.40093994140625,1343.6246337890625
2019-11-18,2842.852783203125,435.3392639160156,1899.9429931640625,196.47926330566406,1323.88720703125
2019-11-19,2824.252685546875,434.0,1882.895263671875,195.3430938720703,1326.852294921875
2019-11-20,2820.587158203125,448.4443664550781,1872.500244140625,196.44007873535156,1337.3367919921875
2019-11-21,2781.079345703125,444.09197998046875,1892.966796875,192.5222625732422,1332.7125244140625
2019-11-22,2735.82373046875,443.6614990234375,1874.2095947265625,194.05018615722656,1331.9654541015625
2019-11-25,2752.070556640625,449.20965576171875,1905.672119140625,194.1285858154297,1361.60009765625
2019-11-26,2765.330322265625,442.6571044921875,1901.929931640625,195.22557067871094,1365.134033203125
2019-11-27,2797.7783203125,448.92266845703125,1934.177490234375,193.50172424316406,1368.73388671875
2019-11-28,2804.25,446.005126953125,1928.5408935546875,193.3058319091797,1377.8369140625
2019-11-29,2767.5478515625,439.16558837890625,1880.6314697265625,193.0707550048828,1358.5125732421875
2019-12-02,2785.0166015625,434.0478515625,1887.9310302734375,191.93460083007812,1368.25927734375
2019-12-03,2759.039794921875,431.4651184082031,1874.302001953125,191.22933959960938,1349.0711669921875
2019-12-04,2759.899658203125,437.9219970703125,1892.3660888671875,190.52415466308594,1344.6304931640625
2019-12-05,2790.3564453125,445.86163330078125,1882.6180419921875,193.50172424316406,1343.0701904296875
2019-12-06,2778.318603515625,443.6614990234375,1872.08447265625,190.68087768554688,1331.4765625
2019-12-09,2768.18115234375,445.1441650390625,1855.5447998046875,189.1920928955078,1337.698486328125
2019-12-10,2769.041015625,437.06109619140625,1871.4373779296875,184.6082305908203,1329.603271484375
2019-12-11,2752.432373046875,431.7999572753906,1857.669677734375,186.1753692626953,1327.17822265625
2019-12-12,2781.893798828125,437.8263854980469,1854.805419921875,186.91978454589844,1335.571044921875
2019-12-13,2764.56103515625,440.0265197753906,1853.7427978515625,189.30963134765625,1349.408203125
2019-12-16,2761.39306640625,439.5481872558594,1824.6827392578125,185.6268768310547,1335.2596435546875
2019-12-17,2780.4453125,440.6004333496094,1812.301025390625,188.87867736816406,1335.0240478515625
2019-12-18,2805.109619140625,442.70489501953125,1781.99365234375,192.09129333496094,1338.981689453125
2019-12-19,2817.373779296875,440.0265197753906,1802.8299560546875,191.46444702148438,1347.8795166015625
2019-12-20,2825.972412109375,439.8351135253906,1795.4378662109375,188.95704650878906,1401.929931640625
2019-12-23,2798.411865234375,440.9830017089844,1802.1832275390625,187.19398498535156,1371.1944580078125
2019-12-24,2797.733154296875,437.8263854980469,1798.4871826171875,187.07647705078125,1376.241943359375
2019-12-26,2771.71142578125,437.7306823730469,1797.1473388671875,185.5485076904297,1377.492431640625
2019-12-27,2753.428466796875,439.8351135253906,1801.72119140625,185.6268768310547,1383.6162109375
2019-12-30,2758.18017578125,442.5136413574219,1790.0325927734375,186.64549255371094,1401.330810546875
2019-12-31,2740.485107421875,438.4959716796875,1776.8653564453125,186.25372314453125,1395.052001953125
2020-01-01,2751.21044921875,439.8351135253906,1789.3858642578125,186.56715393066406,1394.457275390625
2020-01-02,2763.65576171875,439.9786682128906,1790.771728515625,187.9384002685547,1389.767822265625
2020-01-03,2750.44140625,435.81756591796875,1780.977294921875,186.88059997558594,1376.958984375
2020-01-06,2735.280517578125,428.5475158691406,1769.8890380859375,184.2164764404297,1360.263671875
2020-01-07,2748.4501953125,433.8086853027344,1774.7401123046875,184.41233825683594,1348.38427734375
2020-01-08,2736.683837890625,436.8219299316406,1782.7327880859375,183.51123046875,1357.8668212890625
2020-01-09,2716.31884765625,440.69610595703125,1787.9998779296875,184.76495361328125,1381.662841796875
2020-01-10,2706.045654296875,446.5790710449219,1805.509765625,186.48878479003906,1385.6634521484375
2020-01-13,2756.143310546875,457.91448974609375,1843.2552490234375,187.46826171875,1383.0592041015625
2020-01-14,2810.4951171875,461.6930236816406,1856.1453857421875,190.60255432128906,1402.9066162109375
2020-01-15,2818.68603515625,469.2499694824219,1868.0186767578125,189.93649291992188,1402.1141357421875
2020-01-16,2851.315673828125,466.4281005859375,1893.5211181640625,188.64361572265625,1448.79052734375
2020-01-17,2827.9638671875,468.3890380859375,1903.7315673828125,188.01675415039062,1456.768310546875
2020-01-20,2815.2919921875,464.94537353515625,1906.087890625,189.54470825195312,1454.673583984375
2020-01-21,2816.01611328125,465.8541259765625,1899.2037353515625,186.8413848876953,1441.7943115234375
2020-01-22,2811.58154296875,465.662841796875,1895.7850341796875,186.5279998779297,1467.0762939453125
2020-01-23,2817.554931640625,468.5325622558594,1900.58984375,186.41043090820312,1467.090576171875
2020-01-24,2889.556396484375,478.7679748535156,1916.1129150390625,186.60633850097656,1486.588623046875
2020-01-27,2872.992919921875,471.7849426269531,1904.7020263671875,183.82467651367188,1478.1488037109375
2020-01-28,2879.373779296875,467.1933288574219,1904.0087890625,180.80792236328125,1454.6170654296875
2020-01-29,2909.197021484375,470.2544250488281,1916.5753173828125,185.4309539794922,1497.0855712890625
2020-01-30,2906.029296875,457.96234130859375,1901.6988525390625,183.3937225341797,1464.4439697265625
2020-01-31,2896.97802734375,474.22418212890625,1879.661376953125,184.25563049316406,1449.219970703125
2020-02-03,2923.54345703125,475.419921875,2013.3651123046875,162.66836547851562,1538.058837890625
2020-02-04,2925.760498046875,481.4941711425781,1991.7896728515625,168.97610473632812,1552.645751953125
2020-02-05,2946.9853515625,488.9555358886719,1996.13232421875,169.60293579101562,1545.9700927734375
2020-02-06,2943.59130859375,487.5206604003906,1992.52880859375,167.3306121826172,1536.5443115234375
2020-02-07,2942.866943359375,491.34698486328125,1995.8087158203125,167.21307373046875,1540.5875244140625
2020-02-10,2856.15771484375,490.5816650390625,1995.2083740234375,164.9799346923828,1525.906005859375
2020-02-11,2837.24072265625,486.8031921386719,1989.0633544921875,166.58621215820312,1509.3892822265625
2020-02-12,2839.141845703125,497.32562255859375,2088.579345703125,166.9387969970703,1537.747314453125
2020-02-13,2837.693603515625,490.438232421875,2109.87744140625,166.0377197265625,1548.5506591796875
2020-02-14,2802.8017578125,484.12481689453125,2083.681884765625,162.74671936035156,1543.290771484375
2020-02-17,2791.44287109375,479.1984558105469,2081.417724609375,160.4744110107422,1565.180419921875
2020-02-18,2775.467529296875,482.6421203613281,2064.600830078125,159.73001098632812,1547.762939453125
2020-02-19,2789.76806640625,485.9900817871094,2117.962646484375,161.96316528320312,1583.73046875
2020-02-20,2769.08642578125,484.172607421875,2077.399169921875,162.5508270263672,1560.56201171875
2020-02-24,2748.088134765625,479.2461853027344,2046.8140869140625,159.06396484375,1541.47900390625
2020-02-25,2745.689453125,478.5287780761719,2063.862060546875,158.1237030029297,1545.5599365234375
2020-02-26,2752.74951171875,480.15496826171875,2066.264404296875,155.61630249023438,1532.3172607421875
2020-02-27,2738.901123046875,484.36395263671875,2083.58984375,154.7935333251953,1534.5440673828125
2020-02-28,2688.35107421875,474.5589599609375,2009.484130859375,154.7935333251953,1488.7919921875
2020-03-02,2669.253173828125,477.57220458984375,1995.346923828125,153.030517578125,1520.0323486328125
2020-03-03,2739.308349609375,484.6031494140625,2001.9996337890625,151.89437866210938,1543.56884765625
2020-03-04,2772.389892578125,492.06439208984375,2010.500732421875,146.918701171875,1560.7508544921875
2020-03-05,2830.407958984375,495.4603271484375,2049.447509765625,147.3496551513672,1564.0341796875
2020-03-06,2788.9990234375,478.8157958984375,2022.5587158203125,142.4132080078125,1550.164306640625
2020-03-09,2712.155029296875,462.1712646484375,1960.2806396484375,138.84796142578125,1512.6163330078125
2020-03-11,2759.039794921875,466.81072998046875,1991.235107421875,137.6334228515625,1514.2391357421875
2020-03-12,2543.940673828125,435.4826965332031,1899.7119140625,122.07963562011719,1468.66650390625
2020-03-13,2501.355712890625,431.03460693359375,1878.691162109375,127.13362884521484,1414.531005859375
2020-03-16,2451.936767578125,412.7640075683594,1794.329345703125,115.3801498413086,1358.4281005859375
2020-03-17,2431.119384765625,411.7117004394531,1851.7562255859375,116.86894226074219,1371.99609375
2020-03-18,2264.5341796875,396.5499572753906,1777.6046142578125,118.08345031738281,1277.246337890625
2020-03-19,2098.17529296875,400.66326904296875,1698.6019287109375,126.8202133178711,1237.9481201171875
2020-03-20,2233.624755859375,425.0560607910156,1895.7850341796875,137.5159149169922,1334.6795654296875
2020-03-23,1934.984619140625,378.8532409667969,1727.6158447265625,120.90430450439453,1221.3748779296875
2020-03-24,2140.307861328125,383.77960205078125,1873.74755859375,117.29989624023438,1271.7310791015625
2020-03-25,2218.781005859375,387.6059875488281,1929.465087890625,115.4585189819336,1362.8533935546875
2020-03-26,2342.826171875,407.4549560546875,2028.1025390625,122.54978942871094,1407.7230224609375
2020-03-27,2289.243408203125,404.633056640625,1977.88330078125,127.87803649902344,1425.5513916015625
2020-03-30,2239.010009765625,408.9854736328125,2018.3546142578125,124.74378204345703,1477.4505615234375
2020-03-31,2433.789306640625,430.50848388671875,2123.829833984375,134.53831481933594,1538.02099609375
2020-04-01,2321.46533203125,415.968505859375,2014.011962890625,130.3854522705078,1477.063720703125
2020-04-03,2320.01708984375,409.2246398925781,1990.403564453125,139.39646911621094,1425.1785888671875
2020-04-07,2565.527587890625,456.814453125,2259.1044921875,142.25650024414062,1607.6585693359375
2020-04-08,2512.17138671875,467.0976867675781,2273.842529296875,139.98414611816406,1591.86376953125
2020-04-09,2535.84033203125,464.2757568359375,2191.975341796875,145.1556854248047,1588.8870849609375
2020-04-13,2449.357177734375,458.9667663574219,2168.13623046875,142.29566955566406,1566.265625
2020-04-15,2568.107421875,481.0159606933594,2298.513671875,148.3682861328125,1634.7615966796875
2020-04-16,2567.609619140625,481.6376953125,2250.97314453125,146.01759338378906,1688.48193359375
2020-04-17,2563.40087890625,468.81951904296875,2203.7568359375,147.3888397216797,1634.6109619140625
2020-04-20,2564.170166015625,471.45013427734375,2158.988525390625,141.59043884277344,1601.7850341796875
2020-04-21,2591.549560546875,476.56787109375,2141.29345703125,140.72853088378906,1605.4600830078125
2020-04-22,2672.46630859375,480.8724365234375,2204.8193359375,142.8049774169922,1664.5914306640625
2020-04-23,2667.71435546875,477.3330993652344,2141.3857421875,141.47293090820312,1645.1549072265625
2020-04-24,2771.57568359375,477.3808898925781,2109.600341796875,141.0811309814453,1642.3238525390625
2020-04-27,2934.404296875,470.3978576660156,2144.112060546875,140.9243927001953,1693.7232666015625
2020-04-28,2890.86865234375,466.3802490234375,2115.929443359375,140.61097717285156,1657.760498046875
2020-04-29,2888.90087890625,457.4841003417969,2062.15234375,142.7266082763672,1650.216796875
2020-04-30,2897.091552734375,468.05426025390625,2028.195068359375,142.6482696533203,1691.255859375
2020-05-04,2830.469482421875,448.3965759277344,1924.3828125,136.37974548339844,1647.07958984375
2020-05-05,2725.961181640625,432.8521423339844,1886.3602294921875,136.26219177246094,1643.7818603515625
2020-05-06,2734.151611328125,435.9131774902344,1857.438720703125,128.42652893066406,1633.195556640625
2020-05-07,2667.94189453125,422.71234130859375,1840.668212890625,126.1541976928711,1617.45263671875
2020-05-08,2740.51171875,427.3996276855469,1930.6663818359375,123.9993896484375,1679.773193359375
2020-05-11,2794.779296875,427.1604919433594,1892.3660888671875,124.15609741210938,1657.0479736328125
2020-05-12,2843.60205078125,423.9081115722656,1858.6861572265625,129.32765197753906,1647.5985107421875
2020-05-13,2818.20703125,424.7690124511719,1844.0869140625,129.60186767578125,1558.0003662109375
2020-05-14,2854.034423828125,438.68731689453125,1853.6041259765625,128.3482208251953,1532.5390625
2020-05-15,2860.394775390625,424.62554931640625,1877.6748046875,129.01422119140625,1551.5321044921875
2020-05-18,2845.6611328125,417.16424560546875,1852.8648681640625,129.09255981445312,1532.336181640625
2020-05-19,2840.582275390625,418.1208190917969,1825.4219970703125,133.7939453125,1523.8397216796875
2020-05-20,2862.407958984375,420.56005859375,1839.559326171875,137.71180725097656,1538.28515625
2020-05-21,2846.942138671875,421.03839111328125,1821.125244140625,148.0548858642578,1537.5350341796875
2020-05-22,2898.3271484375,412.955322265625,1836.83349609375,146.01759338378906,1529.9583740234375
2020-05-26,2895.35302734375,414.29449462890625,1827.5009765625,150.20968627929688,1571.473876953125
2020-05-27,2947.011962890625,410.3247375488281,1846.25830078125,150.56228637695312,1577.2628173828125
2020-05-28,3041.225830078125,428.9301452636719,1857.207763671875,149.38690185546875,1602.98828125
2020-05-29,3092.107421875,446.1964111328125,1901.006103515625,154.63682556152344,1655.0382080078125
2020-06-01,3143.3544921875,448.8748474121094,1948.3148193359375,157.1442413330078,1621.3209228515625
2020-06-02,3158.13427734375,440.8395690917969,1947.252197265625,154.55850219726562,1605.375244140625
2020-06-03,3212.401611328125,443.23101806640625,1959.3570556640625,154.1274871826172,1642.465576171875
2020-06-04,3157.53955078125,442.4657897949219,1959.4493408203125,156.83082580566406,1622.561767578125
2020-06-05,3172.50146484375,442.75274658203125,1928.9569091796875,156.71328735351562,1613.1500244140625
2020-06-08,3135.988037109375,438.208984375,1951.2254638671875,154.8719024658203,1588.556884765625
2020-06-09,3125.829833984375,446.29205322265625,1946.420654296875,155.53790283203125,1561.7933349609375
2020-06-10,3090.4140625,441.8440246582031,1958.5252685546875,155.9689178466797,1560.109130859375
2020-06-11,3084.328369140625,430.5563659667969,1946.790283203125,152.20777893066406,1572.851318359375
