Date,AXISBANK.NS,HDFCBANK.NS,ICICIBANK.NS,KOTAKBANK.NS,SBIN.NS
2019-04-01,762.1217651367188,1100.336181640625,387.2085266113281,1334.64599609375,297.8067932128906
2019-04-02,763.91357421875,1092.2685546875,386.1390075683594,1334.69580078125,303.57379150390625
2019-04-03,758.0403442382812,1091.26904296875,381.2290344238281,1329.46435546875,295.7306823730469
2019-04-04,758.6873779296875,1087.08056640625,377.971923828125,1318.20458984375,296.93017578125
2019-04-05,758.7372436523438,1097.38525390625,379.72198486328125,1331.2081298828125,292.54730224609375
2019-04-08,751.1717529296875,1089.6746826171875,376.3676452636719,1338.4822998046875,288.6257629394531
2019-04-09,759.9317016601562,1088.651123046875,386.1390075683594,1336.6884765625,290.425048828125
2019-04-10,757.393310546875,1064.9005126953125,383.27081298828125,1345.1087646484375,286.87261962890625
2019-04-11,748.8821411132812,1074.4913330078125,379.23583984375,1338.4324951171875,290.5634460449219
2019-04-12,760.8773803710938,1078.18017578125,383.6596984863281,1338.681640625,290.88641357421875
2019-04-15,759.3841552734375,1089.388916015625,381.86102294921875,1368.9737548828125,291.2093811035156
2019-04-16,767.5966796875,1097.1234130859375,395.7159423828125,1381.479248046875,291.3477478027344
2019-04-18,767.6962280273438,1091.697509765625,393.1880187988281,1364.78857421875,286.7803039550781
2019-04-22,752.067626953125,1079.8221435546875,383.5624694824219,1351.8846435546875,286.0882873535156
2019-04-23,749.827880859375,1068.6845703125,385.50701904296875,1350.5394287109375,281.65924072265625
2019-04-24,749.4296875,1085.0814208984375,389.9795227050781,1361.89892578125,286.73419189453125
2019-04-25,737.533935546875,1077.3232421875,384.4375,1355.571533203125,282.5357971191406
2019-04-26,756.4476318359375,1085.6527099609375,395.9103698730469,1374.3544921875,288.34893798828125
2019-04-30,763.3660278320312,1103.025390625,396.2020568847656,1381.628662109375,285.9960021972656
2019-05-02,748.931884765625,1121.278564453125,384.5833740234375,1401.3583984375,284.3350830078125
2019-05-03,753.859375,1127.0616455078125,390.66009521484375,1412.7677001953125,286.0421142578125
2019-05-06,744.05419921875,1108.2608642578125,390.1739501953125,1405.3941650390625,284.88873291015625
2019-05-07,738.4796142578125,1105.357666015625,375.7843017578125,1403.152099609375,281.8437805175781
2019-05-08,732.1585083007812,1098.1705322265625,371.603515625,1397.2230224609375,275.2002258300781
2019-05-09,727.678955078125,1090.388427734375,370.82568359375,1380.5823974609375,276.1690673828125
2019-05-10,731.7105102539062,1093.0538330078125,374.4231262207031,1393.1873779296875,284.2428283691406
2019-05-13,728.7738647460938,1088.62744140625,365.8670959472656,1384.418701171875,283.1817321777344
2019-05-14,728.0272827148438,1088.9605712890625,369.8534240722656,1378.0413818359375,290.3327941894531
2019-05-15,718.6701049804688,1088.389404296875,366.5963134765625,1390.8458251953125,287.9798889160156
2019-05-16,728.5250854492188,1099.788818359375,371.8951721191406,1408.13427734375,291.3477478027344
2019-05-17,745.54736328125,1124.2772216796875,378.89556884765625,1454.81787109375,294.5772705078125
2019-05-20,778.8453979492188,1157.7138671875,396.3965148925781,1497.2169189453125,318.0603942871094
2019-05-21,769.4383544921875,1144.0775146484375,389.0558166503906,1482.618896484375,311.46295166015625
2019-05-22,775.6102294921875,1145.0531005859375,394.1116638183594,1489.942626953125,314.7386169433594
2019-05-23,772.8726196289062,1109.9984130859375,399.4591979980469,1494.4267578125,315.753662109375
2019-05-24,789.5963745117188,1129.6319580078125,419.77972412109375,1506.33447265625,327.8873596191406
2019-05-27,810.2022705078125,1146.2906494140625,423.42578125,1523.9715576171875,333.7466125488281
2019-05-28,804.727294921875,1150.0269775390625,422.2590026855469,1505.636962890625,332.2240905761719
2019-05-29,801.0441284179688,1150.360107421875,411.5639953613281,1508.5267333984375,321.70513916015625
2019-05-30,803.881103515625,1161.1407470703125,414.3836364746094,1529.9005126953125,326.2264404296875
2019-05-31,804.6277465820312,1154.382080078125,411.9529113769531,1516.747314453125,325.2575988769531
2019-06-03,808.9580078125,1169.493896484375,411.1750793457031,1525.81494140625,327.9796142578125
2019-06-04,819.0618286132812,1167.2093505859375,407.48046875,1525.91455078125,325.1653137207031
2019-06-06,804.0304565429688,1153.4300537109375,400.1398010253906,1508.875244140625,310.8631896972656
2019-06-07,800.3472290039062,1164.995849609375,405.0497741699219,1506.43408203125,315.6152038574219
2019-06-10,810.451171875,1161.4500732421875,404.5635986328125,1497.266845703125,317.6913146972656
2019-06-11,811.0982055664062,1165.3529052734375,409.6680908203125,1502.3486328125,320.2749328613281
2019-06-12,809.8538208007812,1155.1912841796875,406.4109191894531,1478.234619140625,317.4145202636719
2019-06-13,816.4239501953125,1163.5919189453125,407.96661376953125,1498.6617431640625,319.7212829589844
2019-06-14,797.5599975585938,1159.0228271484375,406.1678771972656,1468.6187744140625,317.2299499511719
2019-06-17,774.1668090820312,1152.7874755859375,402.7163391113281,1455.166748046875,311.73980712890625
2019-06-18,772.2255859375,1150.5267333984375,410.4458923339844,1456.6612548828125,313.769775390625
2019-06-19,767.1985473632812,1155.8099365234375,408.1610107421875,1492.48388671875,312.6625061035156
2019-06-20,767.8953247070312,1162.0360107421875,421.38397216796875,1512.9608154296875,318.47564697265625
2019-06-21,767.5469360351562,1156.217041015625,418.8560485839844,1484.5120849609375,322.39715576171875
2019-06-24,759.3841552734375,1158.0128173828125,417.54351806640625,1465.3802490234375,325.9034729003906
2019-06-25,778.098876953125,1163.161376953125,421.62701416015625,1478.633056640625,328.9945983886719
2019-06-26,785.0172119140625,1181.9351806640625,426.4884033203125,1485.3092041015625,330.4709167480469
2019-06-27,796.8134155273438,1179.2532958984375,428.72467041015625,1476.34130859375,334.16180419921875
2019-06-28,804.8765869140625,1170.3692626953125,424.9814147949219,1471.8572998046875,333.3313903808594
2019-07-01,806.7680053710938,1190.38818359375,426.8287048339844,1475.942626953125,333.6081848144531
2019-07-02,798.95361328125,1194.9139404296875,424.64111328125,1466.277099609375,336.3302307128906
2019-07-03,802.5372314453125,1192.3516845703125,423.8633117675781,1469.7647705078125,337.8526916503906
2019-07-04,806.1751708984375,1189.550048828125,424.1063537597656,1492.48388671875,339.00604248046875
2019-07-05,803.4342041015625,1184.09033203125,424.252197265625,1511.8148193359375,342.0048828125
2019-07-08,780.31103515625,1154.013916015625,414.0918884277344,1470.063720703125,327.8412170410156
2019-07-09,783.6001586914062,1139.4305419921875,416.6198425292969,1457.6578369140625,331.7166442871094
2019-07-10,766.7061767578125,1144.0283203125,418.95330810546875,1470.6116943359375,326.8262023925781
2019-07-11,763.8656005859375,1152.8404541015625,414.7239074707031,1479.6793212890625,335.1306457519531
2019-07-12,753.3005981445312,1146.4947509765625,415.21002197265625,1479.1810302734375,335.4997253417969
2019-07-15,747.2706909179688,1146.90185546875,410.59173583984375,1503.5572509765625,332.2240905761719
2019-07-16,758.5332641601562,1145.2017822265625,412.8279724121094,1496.9273681640625,336.19183349609375
2019-07-17,750.1112060546875,1148.195068359375,412.9252014160156,1529.977294921875,343.61962890625
2019-07-18,737.9515991210938,1155.115478515625,407.04290771484375,1533.616455078125,335.5458984375
2019-07-19,726.83837890625,1137.7545166015625,398.9244689941406,1494.385009765625,328.48712158203125
2019-07-22,725.0443725585938,1100.20703125,401.06866455078125,1449.9193115234375,323.735107421875
2019-07-23,725.592529296875,1084.0433349609375,401.5072937011719,1489.499755859375,315.753662109375
2019-07-24,709.9444580078125,1092.3765869140625,398.1446838378906,1492.6900634765625,313.35455322265625
2019-07-25,720.7586059570312,1094.843017578125,398.6320495605469,1480.576904296875,314.9231262207031
2019-07-26,727.4364013671875,1090.6524658203125,405.2109375,1507.296142578125,316.12274169921875
2019-07-29,717.8681640625,1074.8480224609375,418.4661865234375,1497.9742431640625,317.2299499511719
2019-07-30,705.260009765625,1078.6552734375,414.5675964355469,1494.1854248046875,302.2358093261719
2019-07-31,671.8707885742188,1078.3680419921875,413.8365783691406,1514.972900390625,306.5264587402344
2019-08-01,667.0866088867188,1066.440185546875,406.4779357910156,1491.29443359375,292.6395568847656
2019-08-02,671.62158203125,1062.8642578125,400.19146728515625,1503.0587158203125,284.6119384765625
2019-08-05,660.2593994140625,1046.0167236328125,392.4429931640625,1455.701904296875,277.045654296875
2019-08-06,676.7545776367188,1050.74462890625,399.850341796875,1480.8258056640625,278.10675048828125
2019-08-07,657.767578125,1048.296630859375,398.0472412109375,1471.8531494140625,267.49554443359375
2019-08-08,657.9170532226562,1071.887939453125,403.8951416015625,1498.223388671875,271.6016540527344
2019-08-09,658.61474609375,1095.3355712890625,409.4993896484375,1527.48486328125,268.83349609375
2019-08-13,647.3023681640625,1065.7442626953125,399.850341796875,1506.8475341796875,261.4517517089844
2019-08-14,661.0068359375,1070.1121826171875,406.7215881347656,1487.306396484375,267.3571472167969
2019-08-16,673.4157104492188,1069.272216796875,408.329833984375,1494.434814453125,268.41827392578125
2019-08-19,682.7347412109375,1059.264404296875,412.6669921875,1491.8426513671875,264.6812438964844
2019-08-20,670.1265869140625,1065.8642578125,406.3317565917969,1500.5662841796875,261.77471923828125
2019-08-21,662.5018920898438,1068.3841552734375,401.604736328125,1501.21435546875,255.96157836914062
2019-08-22,658.963623046875,1043.5447998046875,388.98297119140625,1473.797119140625,247.7955322265625
2019-08-23,661.7045288085938,1038.0728759765625,385.37677001953125,1465.7713623046875,250.14846801757812
2019-08-26,681.4390258789062,1082.927734375,401.2148742675781,1508.2431640625,258.54522705078125
2019-08-27,680.6915283203125,1084.751708984375,407.9886779785156,1497.027099609375,263.62017822265625
2019-08-28,675.957275390625,1078.77587890625,402.4819030761719,1479.1810302734375,262.8819580078125
2019-08-29,658.963623046875,1068.912109375,394.1486511230469,1446.479736328125,253.2856903076172
2019-08-30,661.7045288085938,1069.39208984375,399.26556396484375,1427.1380615234375,252.68594360351562
2019-09-03,643.564697265625,1061.2322998046875,382.2091369628906,1410.0399169921875,247.65713500976562
2019-09-04,645.159423828125,1078.89599609375,387.4235534667969,1422.153076171875,253.83932495117188
2019-09-05,647.4517822265625,1072.8480224609375,379.1390380859375,1405.9024658203125,252.17843627929688
2019-09-06,668.8806762695312,1078.0079345703125,381.4294738769531,1437.207763671875,252.77822875976562
2019-09-09,669.3292236328125,1079.783935546875,385.4255676269531,1466.8681640625,256.5152282714844
2019-09-11,679.4456787109375,1080.599853515625,384.5970764160156,1470.75634765625,263.20489501953125
2019-09-12,660.7078247070312,1089.983642578125,392.49176025390625,1453.1595458984375,264.86578369140625
2019-09-13,672.0203247070312,1083.5517578125,402.9205322265625,1479.779296875,269.15643310546875
2019-09-16,668.6814575195312,1077.1678466796875,401.7021484375,1470.507080078125,262.69744873046875
2019-09-17,638.33203125,1061.42431640625,390.4936828613281,1443.9375,252.77822875976562
2019-09-18,646.2557983398438,1050.0965576171875,389.2266845703125,1460.337890625,258.7297668457031
2019-09-19,636.0895385742188,1056.9844970703125,376.7998352050781,1448.2244873046875,252.87046813964844
2019-09-20,678.1001586914062,1151.59033203125,406.9165954589844,1534.214599609375,278.3836364746094
2019-09-23,723.100830078125,1206.93310546875,434.9864807128906,1635.6580810546875,289.5023193359375
2019-09-24,702.0706176757812,1203.6212158203125,429.7233581542969,1613.2259521484375,279.21405029296875
2019-09-25,692.65185546875,1190.08544921875,423.1932373046875,1596.7755126953125,258.5913391113281
2019-09-26,697.5855102539062,1192.7734375,440.4932861328125,1621.9495849609375,260.06768798828125
2019-09-27,698.2830810546875,1194.4053955078125,437.8130187988281,1638.5494384765625,259.4679260253906
2019-09-30,682.7347412109375,1178.32568359375,422.7059020996094,1639.4964599609375,249.87167358398438
2019-10-01,676.9041748046875,1198.8212890625,413.8365783691406,1643.235107421875,236.1693115234375
2019-10-03,666.189697265625,1174.5819091796875,416.4681396484375,1610.883056640625,234.5084228515625
